payload_bytes,run,stage,latency_us,total_validated_vbs_us,percent_of_total_vbs_latency,measurement_type
262144,8,Evidence generation,1889.0,157136.0,1.2021433662559822,measured_paired
262144,8,External validation,64136.0,157136.0,40.81559922614805,measured_paired
262144,9,Transcript,22.0,160978.0,0.013666463740386886,measured_paired
262144,9,Evidence generation,2354.0,160978.0,1.4623116202213966,measured_paired
262144,9,External validation,67978.0,160978.0,42.22813055200089,measured_paired
262144,10,Transcript,14.0,147755.0,0.009475144665155156,measured_paired
262144,10,Evidence generation,1877.0,147755.0,1.270346181178302,measured_paired
262144,10,External validation,69755.0,147755.0,47.20990829413556,measured_paired
262144,11,Transcript,14.0,151120.0,0.009264160931709899,measured_paired
262144,11,Evidence generation,1876.0,151120.0,1.2413975648491264,measured_paired
262144,11,External validation,57120.0,151120.0,37.79777660137639,measured_paired
262144,12,Transcript,14.0,181209.0,0.007725885579634565,measured_paired
262144,12,Evidence generation,1885.0,181209.0,1.040235308400797,measured_paired
262144,12,External validation,87209.0,181209.0,48.12619682245363,measured_paired
262144,13,Transcript,15.0,164281.0,0.009130696793907999,measured_paired
